SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
394,01/30/2020,Hunan,Mainland China,1/30/20 16:00,277,0,2
395,01/30/2020,Anhui,Mainland China,1/30/20 16:00,200,0,2
396,01/30/2020,Chongqing,Mainland China,1/30/20 16:00,182,0,1
397,01/30/2020,Jiangxi,Mainland China,1/30/20 16:00,162,0,5
398,01/30/2020,Shandong,Mainland China,1/30/20 16:00,158,0,1
399,01/30/2020,Sichuan,Mainland China,1/30/20 16:00,142,1,1
400,01/30/2020,Jiangsu,Mainland China,1/30/20 16:00,129,0,1
401,01/30/2020,Beijing,Mainland China,1/30/20 16:00,114,1,4
402,01/30/2020,Shanghai,Mainland China,1/30/20 16:00,112,1,5
403,01/30/2020,Fujian,Mainland China,1/30/20 16:00,101,0,0
404,01/30/2020,Guangxi,Mainland China,1/30/20 16:00,78,0,2
405,01/30/2020,Yunnan,Mainland China,1/30/20 16:00,70,0,0
406,01/30/2020,Hebei,Mainland China,1/30/20 16:00,65,1,0
407,01/30/2020,Shaanxi,Mainland China,1/30/20 16:00,63,0,0
408,01/30/2020,Hainan,Mainland China,1/30/20 16:00,46,1,1
409,01/30/2020,Heilongjiang,Mainland China,1/30/20 16:00,44,2,0
410,01/30/2020,Liaoning,Mainland China,1/30/20 16:00,41,0,1
411,01/30/2020,Shanxi,Mainland China,1/30/20 16:00,35,0,1
412,01/30/2020,Tianjin,Mainland China,1/30/20 16:00,31,0,0
413,01/30/2020,Gansu,Mainland China,1/30/20 16:00,26,0,0
414,01/30/2020,Inner Mongolia,Mainland China,1/30/20 16:00,19,0,0
415,01/30/2020,Ningxia,Mainland China,1/30/20 16:00,17,0,0
416,01/30/2020,Jilin,Mainland China,1/30/20 16:00,14,0,1
417,01/30/2020,Xinjiang,Mainland China,1/30/20 16:00,14,0,0
418,01/30/2020,Guizhou,Mainland China,1/30/20 16:00,12,0,1
419,01/30/2020,Hong Kong,Hong Kong,1/30/20 16:00,10,0,0
420,01/30/2020,Taiwan,Taiwan,1/30/20 16:00,9,0,0
421,01/30/2020,Qinghai,Mainland China,1/30/20 16:00,8,0,0
422,01/30/2020,Macau,Macau,1/30/20 16:00,7,0,0
423,01/30/2020,Tibet,Mainland China,1/30/20 16:00,1,0,0
424,01/30/2020,Washington,US,1/30/20 16:00,1,0,0
425,01/30/2020,Illinois,US,1/30/20 16:00,1,0,0
426,01/30/2020,California,US,1/30/20 16:00,2,0,0
427,01/30/2020,Arizona,US,1/30/20 16:00,1,0,0
428,01/30/2020,,Japan,1/30/20 16:00,11,0,1
429,01/30/2020,,Thailand,1/30/20 16:00,14,0,7
430,01/30/2020,,South Korea,1/30/20 16:00,4,0,0
431,01/30/2020,,Singapore,1/30/20 16:00,10,0,0
432,01/30/2020,,Vietnam,1/30/20 16:00,2,0,0
433,01/30/2020,,France,1/30/20 16:00,5,0,0
434,01/30/2020,,Nepal,1/30/20 16:00,1,0,0
435,01/30/2020,,Malaysia,1/30/20 16:00,8,0,0
436,01/30/2020,Ontario,Canada,1/30/20 16:00,2,0,0
437,01/30/2020,British Columbia,Canada,1/30/20 16:00,1,0,0
438,01/30/2020,,Cambodia,1/30/20 16:00,1,0,0
439,01/30/2020,,Sri Lanka,1/30/20 16:00,1,0,0
440,01/30/2020,New South Wales,Australia,1/30/20 16:00,4,0,2
441,01/30/2020,Victoria,Australia,1/30/20 16:00,2,0,0
442,01/30/2020,Queensland,Australia,1/30/20 16:00,3,0,0
443,01/30/2020,Bavaria,Germany,1/30/20 16:00,4,0,0
444,01/30/2020,,Finland,1/30/20 16:00,1,0,0
445,01/30/2020,,United Arab Emirates,1/30/20 16:00,4,0,0
446,01/30/2020,,Philippines,1/30/20 16:00,1,0,0
447,01/30/2020,,India,1/30/20 16:00,1,0,0
448,01/30/2020,Unknown,China,1/30/20 16:00,0,0,0
449,01/30/2020,,Kiribati,1/30/20 16:00,0,0,0
450,01/31/2020,Hubei,Mainland China,1/31/2020 23:59,5806,204,141
451,01/31/2020,Zhejiang,Mainland China,1/31/2020 23:59,538,0,14
452,01/31/2020,Guangdong,Mainland China,1/31/2020 23:59,436,0,11
453,01/31/2020,Henan,Mainland China,1/31/2020 23:59,352,2,3
454,01/31/2020,Hunan,Mainland China,1/31/2020 23:59,332,0,2
455,01/31/2020,Jiangxi,Mainland China,1/31/2020 23:59,240,0,7
456,01/31/2020,Anhui,Mainland China,1/31/2020 23:59,237,0,3
457,01/31/2020,Chongqing,Mainland China,1/31/2020 23:59,211,0,1
458,01/31/2020,Shandong,Mainland China,1/31/2020 23:59,184,0,2
459,01/31/2020,Sichuan,Mainland China,1/31/2020 23:59,177,1,1
460,01/31/2020,Jiangsu,Mainland China,1/31/2020 23:59,168,0,5
461,01/31/2020,Beijing,Mainland China,1/31/2020 23:59,139,1,5
462,01/31/2020,Shanghai,Mainland China,1/31/2020 23:59,135,1,9
463,01/31/2020,Fujian,Mainland China,1/31/2020 23:59,120,0,0
464,01/31/2020,Guangxi,Mainland China,1/31/2020 23:59,87,0,2
465,01/31/2020,Shaanxi,Mainland China,1/31/2020 23:59,87,0,0
466,01/31/2020,Yunnan,Mainland China,1/31/2020 23:59,83,0,1
467,01/31/2020,Hebei,Mainland China,1/31/2020 23:59,82,1,0
468,01/31/2020,Heilongjiang,Mainland China,1/31/2020 23:59,59,2,0
469,01/31/2020,Hainan,Mainland China,1/31/2020 23:59,52,1,1
470,01/31/2020,Liaoning,Mainland China,1/31/2020 23:59,48,0,1
471,01/31/2020,Shanxi,Mainland China,1/31/2020 23:59,39,0,1
472,01/31/2020,Tianjin,Mainland China,1/31/2020 23:59,32,0,0
473,01/31/2020,Guizhou,Mainland China,1/31/2020 23:59,29,0,2
474,01/31/2020,Gansu,Mainland China,1/31/2020 23:59,29,0,0
475,01/31/2020,Ningxia,Mainland China,1/31/2020 23:59,21,0,0
476,01/31/2020,Inner Mongolia,Mainland China,1/31/2020 23:59,20,0,1
477,01/31/2020,Xinjiang,Mainland China,1/31/2020 23:59,17,0,0
478,01/31/2020,Jilin,Mainland China,1/31/2020 23:59,14,0,1
479,01/31/2020,Hong Kong,Hong Kong,1/31/2020 23:59,12,0,0
480,01/31/2020,Taiwan,Taiwan,1/31/2020 23:59,10,0,0
481,01/31/2020,Qinghai,Mainland China,1/31/2020 23:59,8,0,0
482,01/31/2020,Macau,Macau,1/31/2020 23:59,7,0,0
483,01/31/2020,Tibet,Mainland China,1/31/2020 23:59,1,0,0
484,01/31/2020,,Thailand,1/31/2020 23:59,19,0,8
485,01/31/2020,,Japan,1/31/2020 23:59,15,0,1
486,01/31/2020,,Singapore,1/31/2020 23:59,13,0,0
487,01/31/2020,,South Korea,1/31/2020 23:59,11,0,0
488,01/31/2020,,Malaysia,1/31/2020 23:59,8,0,0
489,01/31/2020,,France,1/31/2020 23:59,5,0,0
490,01/31/2020,Bavaria,Germany,1/31/2020 23:59,5,0,0
491,01/31/2020,New South Wales,Australia,1/31/2020 23:59,4,0,2
492,01/31/2020,,United Arab Emirates,1/31/2020 23:59,4,0,0
493,01/31/2020,Victoria,Australia,1/31/2020 23:59,3,0,0
494,01/31/2020,Illinois,US,1/31/2020 23:59,2,0,0
495,01/31/2020,California,US,1/31/2020 23:59,2,0,0
496,01/31/2020,,Vietnam,1/31/2020 23:59,2,0,0
497,01/31/2020,Ontario,Canada,1/31/2020 23:59,2,0,0
498,01/31/2020,Queensland,Australia,1/31/2020 23:59,2,0,0
499,01/31/2020,,Italy,1/31/2020 23:59,2,0,0
500,01/31/2020,,UK,1/31/2020 23:59,2,0,0
501,01/31/2020,,Russia,1/31/2020 23:59,2,0,0
502,01/31/2020,Washington,US,1/31/2020 23:59,1,0,0
503,01/31/2020,Arizona,US,1/31/2020 23:59,1,0,0
504,01/31/2020,,Nepal,1/31/2020 23:59,1,0,0
505,01/31/2020,British Columbia,Canada,1/31/2020 23:59,1,0,0
506,01/31/2020,,Cambodia,1/31/2020 23:59,1,0,0
507,01/31/2020,,Sri Lanka,1/31/2020 23:59,1,0,0
508,01/31/2020,,Finland,1/31/2020 23:59,1,0,0
509,01/31/2020,,Philippines,1/31/2020 23:59,1,0,0
510,01/31/2020,,India,1/31/2020 23:59,1,0,0
511,01/31/2020,,Sweden,1/31/2020 23:59,1,0,0
512,01/31/2020,Unknown,China,1/31/2020 23:59,0,0,0
513,01/31/2020,,Kiribati,1/31/2020 23:59,0,0,0
